Tanggal;Harga Gabah Kering Giling (GKG) (Rp/Kg);ln (Data);Omega;P;Periodogram;F;1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32;32;33;33;34;34;35;35;36;36;37;37;38;38;39;39;40;40;41;41;;;;;;;;
;;;;;;;a1;b1;a2;b2;a3;b3;a4;b4;a5;b5;a6;b6;a7;b7;a8;b8;a9;b9;a10;b10;a11;b11;a12;b12;a13;b13;a14;b14;a15;b15;a16;b16;a17;b17;a18;b18;a19;b19;a20;b20;a21;b21;a22;b22;a23;b23;a24;b24;a25;b25;a26;b26;a27;b27;a28;b28;a29;b29;a30;b30;a31;b31;a32;b32;a33;b33;a34;b34;a35;b35;a36;b36;a37;b37;a38;b38;a39;b39;a40;b40;a41;b41;;;;;;;;
42;5084.76;8.53400311;3.179443167;1.976190476;;;-0.205491341;-0.007781669;0.205049689;0.015552192;-0.204314306;-0.023300435;0.203286244;0.031015302;-0.201966976;-0.038685739;0.200358393;0.046300759;-0.198462798;-0.053849454;0.196282907;0.06132101;-0.193821843;-0.068704724;0.191083131;0.075990019;-0.188070694;-0.083166459;0.184788847;0.090223765;-0.181242293;-0.097151825;0.17743611;0.103940717;-0.173375752;-0.110580714;0.169067035;0.117062306;-0.164516131;-0.123376207;0.159729559;0.129513372;-0.154714177;-0.135465011;0.149477167;0.141222598;-0.144026033;-0.146777885;0.138368584;0.152122914;-0.132512922;-0.157250028;0.126467437;0.162151883;-0.120240789;-0.166821457;0.113841896;0.171252061;-0.107279927;-0.175437348;0.10056428;0.179371323;-0.093704575;-0.18304835;0.08671064;0.186463162;-0.079592493;-0.189610867;0.07236033;0.192486957;-0.065024511;-0.195087311;0.057595546;0.197408204;-0.050084075;-0.199446312;0.04250086;0.201198714;-0.034856762;-0.202662902;0.027162733;0.203836777;-0.019429793;-0.204718658;0.01166902;0.205307281;-0.003891532;-0.205601804;;;;;;;;
43;5001.51;8.517495146;3.255144195;1.930232558;;;-0.203919085;-0.023255364;0.199970824;0.046211196;-0.193446919;-0.068571823;0.184431396;0.090049238;-0.173040379;-0.110366809;0.159420583;0.129262845;-0.143747433;-0.146493961;0.126222801;0.161838221;-0.107072407;-0.175097986;0.086542909;0.186102472;-0.064898729;-0.194709939;0.042418647;0.200809521;-0.019392208;-0.204322655;-0.003884004;0.205204093;0.02711019;-0.20344248;-0.049987194;0.199060508;0.072220358;-0.192114615;-0.093523316;0.182694266;0.113621683;-0.170920795;-0.132256592;0.156945847;0.149188022;-0.140949421;-0.164197895;0.123137551;0.177092882;-0.103739656;-0.187706894;0.083005584;0.195903222;-0.061202392;-0.201576296;0.038610906;0.204653046;-0.015522108;-0.205093844;-0.007766617;0.202893012;0.030955306;-0.198078896;-0.053745289;0.190713504;0.075843026;-0.180891702;-0.096963897;0.168739996;0.116835863;-0.154414901;-0.135202971;0.138100927;0.151828651;-0.120008198;-0.166498762;0.100369751;0.179024351;-0.079438531;-0.189244089;0.057484134;0.197026342;-0.034789336;-0.202270876;0.011646448;0.20491014;;;;;;;;
44;5147.63;8.546291694;3.330845223;1.886363636;;;-0.202257799;-0.038741445;0.191358282;0.076099441;-0.173625406;-0.110739945;0.149692408;0.141425952;-0.12041393;-0.167061673;0.086835499;0.18673166;-0.050156194;-0.199733505;0.011685823;0.205602915;0.027201846;-0.204130293;-0.065118144;0.195368228;0.100709088;-0.179629609;-0.132703735;0.157476461;0.159959563;-0.129699866;-0.181503273;0.09729172;0.196565546;-0.061409309;-0.204608509;0.023333987;0.205344952;0.015574586;-0.198748575;-0.053926995;0.185054935;0.090353683;-0.164753027;-0.123553863;0.138567828;0.152341964;-0.107434405;-0.17568997;0.072464525;0.192764129;-0.034906954;-0.202954728;-0.003897135;0.205897861;0.042562059;-0.201488432;-0.079707102;0.189883898;0.114005824;-0.171498656;-0.144233424;0.146989239;0.169310484;-0.11723087;-0.188341507;0.083286215;0.2006469;-0.04636743;-0.20578724;0.007792875;0.203578967;0.031059962;-0.194100938;-0.068803656;0.17769161;0.104090387;-0.154936958;-0.135660075;0.126649544;0.162385375;-0.093839506;-0.183311931;0.057678481;0.197692463;-0.019457771;-0.205013444;;;;;;;;
45;5164.2;8.549505481;3.406546251;1.844444444;;;-0.198823314;-0.053947273;0.17775843;0.104129529;-0.144287663;-0.147044513;0.100746959;0.179697158;-0.050175055;-0.199808614;-0.003898601;0.205975288;0.05770017;-0.197766804;-0.107474805;0.175756037;0.149748699;-0.141479135;-0.181571527;0.097328306;0.200722352;-0.046384866;-0.205864625;-0.007795805;0.196639463;0.061432402;-0.173690697;-0.110781589;0.138619936;0.152399251;-0.093874794;-0.183380865;0.042578064;0.2015642;0.011690217;-0.205680231;-0.065142631;0.195441695;0.114048695;-0.171563148;-0.154995221;0.135711089;0.185124524;-0.09038766;-0.202333857;0.038756013;0.205422171;0.015580443;-0.194173928;-0.068829529;0.169374152;0.117274954;-0.132753637;-0.157535679;0.086868153;0.18680188;-0.034920081;-0.203031048;-0.019465088;0.205090538;0.072491775;-0.192836617;-0.120459211;0.167124495;0.160019715;-0.129748639;-0.188412332;0.083317535;0.203655522;-0.031071642;-0.204685451;-0.023342762;0.191430241;0.076128058;-0.164814982;-0.123600325;0.12669717;0.162446439;-0.079737076;-0.189955303;0.027212075;0.204207055;;;;;;;;
46;5123.94;8.541678953;3.482247279;1.804347826;;;-0.193996174;-0.06876652;0.159873227;0.129629862;-0.107376419;-0.175595144;0.042539087;0.201379681;0.027187164;-0.204020117;-0.093788857;0.183212991;0.149611613;-0.14134962;-0.188239852;0.083241263;0.20523412;-0.01556618;-0.198641304;-0.053897888;0.169219101;0.117167596;-0.120348938;-0.166971503;0.05764735;0.197585761;0.011679516;-0.205491943;-0.079664081;0.189781411;0.138493038;-0.15225974;-0.18140531;0.097239208;0.203469088;-0.031043198;-0.202148634;-0.038720534;0.177595704;0.104034205;-0.13263211;-0.157391465;0.072425414;0.192660088;-0.003895032;-0.205786731;-0.065082997;0.19526278;0.126581187;-0.162297729;-0.173531694;0.110680175;0.200538604;-0.046342404;-0.204498075;-0.023321393;0.184955054;0.090304916;-0.144155576;-0.146909903;0.086788631;0.186630875;-0.019447269;-0.204902791;-0.050129123;0.199625702;0.113944291;-0.171406092;-0.164664104;0.123487176;0.196459452;-0.061376164;-0.205676169;-0.007788669;0.191254999;0.076058368;-0.154853333;-0.135586854;0.100654732;0.179532657;-0.034888114;-0.202845186;;;;;;;;
47;5172.36;8.551084343;3.557948306;1.765957447;;;-0.188447127;-0.083332921;0.138645535;0.152427395;-0.065154661;-0.195477788;-0.019468683;0.205128413;0.100765564;-0.179730343;-0.164845418;0.12362315;0.20075942;-0.046393432;-0.202371223;-0.03876317;0.169405431;0.117296612;-0.107494653;-0.175788495;0.0272171;0.204244767;0.057710826;-0.197803326;-0.132778153;0.157564772;0.185158711;-0.090404352;-0.205902643;0.007797245;0.191465593;0.076142117;-0.144314309;-0.147071668;0.072505162;0.192872229;0.011692376;-0.205718214;-0.09389213;0.18341473;0.160049266;-0.1297726;-0.198860031;0.053957236;0.203693131;0.03107738;-0.173722772;-0.110802047;0.114069757;0.171594831;-0.03492653;-0.203068542;-0.050184321;0.199845513;0.126720568;-0.162476438;-0.181605058;0.097346279;0.205460107;-0.01558332;-0.194209787;-0.06884224;0.149776353;0.141505262;-0.079751801;-0.189990383;-0.003899321;0.206013326;0.086884196;-0.186836377;-0.155023845;0.135736151;0.196675777;-0.061443747;-0.204723251;-0.023347072;0.177791257;0.104148759;-0.120481456;-0.167155359;0.042585927;0.201601424;;;;;;;;
48;5171.23;8.55086585;3.633649334;1.729166667;;;-0.181600418;-0.097343792;0.114066842;0.171590446;-0.019468185;-0.205123171;-0.079749763;0.189985528;0.160045177;-0.129769284;-0.202366052;0.03876218;0.196670752;0.061442177;-0.144310621;-0.14706791;0.057709351;0.197798272;0.042584839;-0.201596273;-0.132774761;0.157560746;0.191460701;-0.076140171;-0.20471802;-0.023346476;0.169401103;0.117293615;-0.093889731;-0.183410044;-0.003899221;0.206008062;0.100762989;-0.179725751;-0.173718334;0.110799216;0.205454857;-0.015582922;-0.188442311;-0.083330792;0.12671733;0.162472287;-0.034925637;-0.203063353;-0.065152996;0.195472793;0.149772526;-0.141501647;-0.19885495;0.053955857;0.20075429;0.046392247;-0.155019884;-0.135732683;0.07250331;0.192867301;0.027216405;-0.204239548;-0.120478378;0.167151088;0.18515398;-0.090402042;-0.205897382;-0.007797046;0.177786715;0.104146098;-0.107491906;-0.175784003;0.011692078;0.205712958;0.086881976;-0.186831603;-0.164841206;0.123619992;0.203687927;-0.031076586;-0.194204824;-0.068840481;0.138641993;0.152423501;-0.050183039;-0.199840407;;;;;;;;
49;5501.65;8.612803326;3.709350362;1.693877551;;;-0.174976648;-0.111601781;0.087511298;0.188184902;0.027413545;-0.20571894;-0.133736503;0.158702024;0.19809532;-0.061887228;-0.200295339;-0.054346682;0.139646234;0.153527567;-0.035178618;-0.204534226;-0.080327424;0.191361672;0.170628145;-0.118143221;-0.207388782;0.007853523;0.179074498;0.104900472;-0.094569813;-0.184738559;-0.019609201;0.206608964;0.127635196;-0.163649141;-0.195611531;0.069339121;0.202208437;0.046728285;-0.145355923;-0.148133184;0.042893299;0.203056518;0.073028481;-0.194264319;-0.16603522;0.124515423;0.206943052;-0.015695796;-0.182915825;-0.098048894;0.101492858;0.181027579;0.011776768;-0.207203022;-0.121351053;0.168361832;0.19284753;-0.076691686;-0.203831874;-0.03904295;0.150857391;0.142526602;-0.050546535;-0.201287934;-0.065624926;0.196888684;0.16120445;-0.130709257;-0.206200878;0.023515584;0.186495128;0.091056862;-0.108270515;-0.17705728;-0.003927465;0.207500264;0.114893076;-0.172833347;-0.189807277;0.083934392;0.205163323;0.031301687;-0.156142757;-0.136715851;0.058127364;0.199231007;;;;;;;;
50;5568.1;8.624809162;3.78505139;1.66;;;-0.166266665;-0.124688991;0.058208391;0.199508726;0.07313028;-0.194535114;-0.175220557;0.111757348;0.20723152;0.015717675;-0.156360413;-0.136906427;0.04295309;0.203339569;0.087633284;-0.188447223;-0.183170801;0.098185569;0.205449311;0.03134532;-0.145558542;-0.148339675;0.027451758;0.206005702;0.101634334;-0.181279923;-0.19007186;0.084051392;0.202490306;0.046793422;-0.133922926;-0.158923247;0.011793184;0.207491853;0.115053231;-0.173074268;-0.195884204;0.069435776;0.198371455;0.061973496;-0.121520211;-0.168596521;-0.003932939;0.20778951;0.127813114;-0.16387726;-0.200574541;0.054422439;0.19311635;0.076798591;-0.108421439;-0.177304089;-0.019636536;0.206896967;0.139840894;-0.153741578;-0.204116005;0.039097374;0.186755093;0.091183791;-0.094701639;-0.184996076;-0.035227656;0.204819337;0.151067679;-0.142725277;-0.206488312;0.023548364;0.179324119;0.105046698;-0.080439396;-0.191628421;-0.050616995;0.20156852;0.161429162;-0.130891459;-0.207677872;0.00786447;0.170865993;0.118307907;-0.065716404;-0.197163137;;;;;;;;
51;5473.69;8.607708257;3.860752418;1.62745098;;;-0.156050388;-0.136634975;0.027397328;0.205597243;0.114825108;-0.172731104;-0.20017685;0.054314532;0.186384803;0.091002995;-0.080279905;-0.191248469;-0.065586105;0.19677221;0.178968563;-0.104838416;-0.203711293;-0.039019854;0.127559691;0.163552331;0.011769801;-0.207080447;-0.145269935;0.148045553;0.206820631;-0.01568651;-0.165936998;-0.124441763;0.042867925;0.202936396;0.101432818;-0.180920489;-0.195495813;0.069298102;0.192733448;0.076646318;-0.094513868;-0.184629273;-0.050516634;0.201168858;0.170527207;-0.118073331;-0.206078896;-0.023501673;0.139563624;0.153436745;-0.003925141;-0.207377514;-0.133657389;0.158608141;0.205041955;-0.03128317;-0.174873137;-0.11153576;0.058092978;0.199113148;0.087459529;-0.188073578;-0.189694993;0.083884739;0.197978133;0.061850617;-0.108206465;-0.176952538;-0.035157808;0.20441323;0.161109087;-0.130631933;-0.207266097;-0.007848877;0.150768148;0.142442288;-0.019597601;-0.20648674;-0.121279265;0.168262235;0.202088817;-0.046700642;-0.182807618;-0.097990891;0.07298528;0.194149398;;;;;;;;
52;5193.66;8.55519393;3.936453445;1.596153846;;;-0.144383665;-0.14714235;-0.003901195;0.206112335;0.149848335;-0.141573269;-0.206001598;-0.007800992;0.138712167;0.152500651;0.011697996;-0.205817081;-0.155098348;0.135801385;0.205558849;0.015590809;-0.132841965;-0.157640496;-0.019478039;0.205226996;0.160126185;-0.129834968;-0.204821639;-0.023358293;0.126781469;0.162554523;0.027230181;-0.204342925;-0.164924642;0.123682563;0.203791025;0.031092316;-0.120539359;-0.167235692;-0.034943315;0.203166135;0.169486846;-0.117352984;-0.202468481;-0.0387818;0.114124578;0.171677298;0.042606394;-0.201698312;-0.173806262;0.110855298;0.200855903;0.046415729;-0.107546314;-0.175872977;-0.050208439;0.199941558;0.177876703;-0.104198812;-0.198955602;-0.053983168;0.100813991;0.179816721;0.057738561;-0.197898389;-0.181692336;0.097393063;0.196770298;0.061473276;-0.093937254;-0.183502878;-0.065185974;0.195571733;0.185247697;-0.0904478;-0.194303123;-0.068875325;0.086925952;0.186926169;0.072540008;-0.192964922;-0.188537693;0.08337297;0.19155761;0.07617871;-0.079790129;-0.190081691;;;;;;;;
53;5253.75;8.566697386;4.012154473;1.566037736;;;-0.133020587;-0.157852462;-0.034990301;0.203439316;0.178115879;-0.10433892;-0.194564386;-0.068967936;0.072637546;0.193224386;0.100949548;-0.180058505;-0.202740724;0.038833946;0.160341493;0.130009546;-0.00390644;-0.206389477;-0.155306896;0.135983986;0.204065045;0.031134123;-0.107690923;-0.176109459;-0.065273624;0.195834702;0.191815181;-0.076281141;-0.181936643;-0.09752402;0.042663683;0.201969519;0.126951941;-0.162773097;-0.206278591;0.007811481;0.138898682;0.152705706;0.027266795;-0.204617688;-0.174039965;0.111004355;0.197034879;0.061555934;-0.079897416;-0.190337278;-0.094063563;0.183749619;0.201125978;-0.04647814;-0.165146402;-0.123848868;0.011713725;0.206093826;0.150049823;-0.14176363;-0.205097046;-0.023389701;0.114278032;0.171908138;0.057816198;-0.198164486;-0.188791204;0.083485075;0.185496784;0.090569417;-0.05027595;-0.200210402;-0.120701438;0.16746056;0.205835247;-0.015611773;-0.144577806;-0.1473402;-0.01950423;0.205502947;0.169714741;-0.117510778;-0.199223121;-0.054055754;0.087042834;0.187177513;;;;;;;;
54;5268.62;8.569523748;4.087855501;1.537037037;;;-0.120741261;-0.167515809;-0.065295159;0.195899312;0.197099885;-0.061576243;-0.165200888;-0.123889729;-0.003907729;0.20645757;0.169770734;-0.117549548;-0.194628577;-0.06899069;0.057835273;0.198229866;0.126993826;-0.162826799;-0.206346647;-0.007814059;0.114315735;0.171964855;0.072661511;-0.193288135;-0.199288849;0.054073588;0.160394394;0.130052439;0.01171759;-0.206161821;-0.174097385;0.111040978;0.191878466;0.076306308;-0.050292538;-0.200276457;-0.133064474;0.157904542;0.205903157;0.015616924;-0.107726452;-0.176167562;-0.079923776;0.190400075;0.201192334;-0.046493474;-0.155358135;-0.13602885;-0.019510665;0.205570748;0.178174643;-0.104373344;-0.188853491;-0.083512619;0.042677759;0.202036153;0.138944508;-0.152756087;-0.205164713;-0.023397418;0.100982853;0.180117911;0.087071551;-0.187239268;-0.202807613;0.038846758;0.150099328;0.141810402;0.027275791;-0.204685196;-0.181996668;0.097556195;0.185557984;0.090599298;-0.035001845;-0.203506435;-0.144625505;0.147388811;0.204132371;0.031144395;-0.094094597;-0.183810242;;;;;;;;
55;5322.78;8.579751002;4.163556529;1.509090909;;;-0.107855018;-0.176377808;-0.094206894;0.18402961;0.206148891;-0.015635562;-0.120885359;-0.16771573;-0.080019161;0.190627307;0.204375992;-0.031181564;-0.133223279;-0.158092992;-0.065373085;0.196133107;0.201432446;-0.046548962;-0.144798108;-0.147564711;-0.050352559;0.200515476;0.197335113;-0.061649731;-0.155543547;-0.136191193;-0.035043618;0.203749309;0.192107462;-0.076397376;-0.165398046;-0.124037585;-0.01953395;0.205816085;0.185779438;-0.090707424;-0.174305161;-0.1111735;-0.003912393;0.206703965;0.178387285;-0.104497908;-0.182213871;-0.097672623;0.011731574;0.206407864;0.169973346;-0.117689837;-0.189078877;-0.083612287;0.027308343;0.204929477;0.160585815;-0.13020765;-0.194860856;-0.069073027;0.042728692;0.202277272;0.150278464;-0.141979645;-0.19952669;-0.054138122;0.057904296;0.198466442;0.13911033;-0.152938393;-0.203049652;-0.03889312;0.072748229;0.193518814;0.127145386;-0.163021124;-0.205409565;-0.023425341;0.087175466;0.187462727;0.114452164;-0.172170085;-0.206592911;-0.007823384;0.101103371;0.180332872;;;;;;;;
56;5614.75;8.633152343;4.239257557;1.482142857;;;-0.094793248;-0.185175031;-0.121637763;0.168759612;0.205648051;0.031375642;-0.065779975;-0.197353862;-0.145699348;0.148483171;0.198563349;0.062033446;-0.035261733;-0.205017468;-0.166427502;0.124809609;0.18693575;0.091271997;-0.003936744;-0.207990514;-0.183347991;0.098280549;0.171031279;0.118422352;0.027478313;-0.206204981;-0.196073692;0.069502945;0.151213814;0.142863342;0.058264699;-0.19970172;-0.204313456;0.039135195;0.127936753;0.164035786;0.087718056;-0.188629517;-0.207878768;0.007872078;0.101732649;0.181455284;0.115164527;-0.173241691;-0.206688058;-0.023571143;0.073201022;0.194723297;0.139976169;-0.153890299;-0.200768566;-0.054475084;0.042994641;0.203536269;0.16158532;-0.131018077;-0.190255725;-0.084132699;0.011804592;0.20769257;0.179497588;-0.105148314;-0.175390056;-0.111865456;-0.019655531;0.207097108;0.193303161;-0.076872882;-0.156511667;-0.137038863;-0.050665959;0.201763507;0.202686184;-0.046838688;-0.134052475;-0.159076981;-0.080517209;0.191813793;0.207431985;-0.015732879;-0.10852632;-0.177475604;;;;;;;;
57;5916.1;8.685432727;4.314958584;1.456140351;;;-0.081004803;-0.192975373;-0.14658167;0.149382351;0.19447376;0.077338406;-0.003960584;-0.209250057;-0.19140787;0.084642187;0.15212953;0.143728489;0.07364431;-0.195902496;-0.209137634;0.007919749;0.088249257;0.189771814;0.140823832;-0.154822223;-0.197261069;-0.069923839;0.011876078;0.208950308;0.18806779;-0.091824719;-0.157459466;-0.137868739;-0.066178323;0.198548992;0.208688146;-0.015828154;-0.095367294;-0.186296408;-0.134864266;0.160040314;0.199765803;0.062409106;-0.01977456;-0.20835124;-0.184458304;0.098875713;0.162563843;0.131811492;0.058617536;-0.200911067;-0.207939713;0.023713885;0.102348719;0.182554135;0.128711509;-0.165029149;-0.201984374;-0.054804973;0.027644716;0.207453711;0.180584584;-0.105785068;-0.167435349;-0.125565427;-0.05097278;0.20298534;0.206893409;-0.031565645;-0.10918353;-0.178550355;-0.122374373;0.169781581;0.203913605;0.047122332;-0.03547527;-0.206259007;-0.176452178;0.112542888;0.172067006;0.11913949;0.043255006;-0.204768838;-0.205550732;0.039372189;0.115861937;0.174290803;;;;;;;;
58;6006.04;8.700520909;4.390659612;1.431034483;;;-0.066293287;-0.198893907;-0.167726215;0.125783557;0.172365917;0.119346457;0.058719366;-0.201260087;-0.209500945;0.007933507;0.073772244;0.196242815;0.162846246;-0.132040473;-0.176758707;-0.112738395;-0.051061329;0.203337962;0.209050675;-0.01585565;-0.081145523;-0.193310606;-0.157733002;0.138108242;0.180898292;0.105968836;0.043330148;-0.205124559;-0.208300942;0.02375508;0.088402562;0.190101482;0.152393807;-0.143978172;-0.184778742;-0.099047478;-0.035536897;0.206617316;0.20725282;-0.031620481;-0.095532965;-0.186620039;-0.146836309;0.149641855;0.188394498;0.091984235;0.027692739;-0.207814096;-0.205907811;0.039440586;0.102526517;0.182871265;0.141068469;-0.155091178;-0.19174038;-0.084789226;-0.019808912;0.208713184;0.20426784;-0.047204192;-0.109373202;-0.17886053;-0.13509855;0.160318333;0.194811597;0.077472757;0.011896709;-0.209313293;-0.202335258;0.054900179;0.116063211;0.174593578;0.128935104;-0.165315835;-0.197603747;-0.070045309;-0.003967464;0.209613562;0.200112833;-0.062517522;-0.12258696;-0.170076523;;;;;;;;
59;5899.81;8.682675426;4.46636064;1.406779661;;;-0.050956598;-0.2029209;-0.184399745;0.098844324;0.140779126;0.154773073;0.115825155;-0.174235472;-0.197198446;-0.06990164;-0.019768283;0.208285097;0.206827728;-0.031555625;-0.080979087;-0.19291411;-0.167382195;0.125525564;0.162512235;0.131769647;0.088221241;-0.189711568;-0.205485477;-0.03935969;0.011872308;0.208883974;0.199702385;-0.062389293;-0.109148869;-0.178493672;-0.146535135;0.149334927;0.180527255;0.105751486;0.058598928;-0.200847286;-0.209071241;-0.007917235;0.043241275;0.204703831;0.188008085;-0.091795568;-0.134821452;-0.159989507;-0.122335524;0.169727682;0.194412022;0.077313854;0.027635939;-0.207387852;-0.2078737;0.023706356;0.073620931;0.195840305;0.172012381;-0.119101668;-0.157409479;-0.13782497;-0.095337019;0.186237266;0.20384887;0.047107372;-0.003959327;-0.209183628;-0.201920252;0.054787574;0.102316227;0.182496181;0.152081234;-0.143682861;-0.176396161;-0.112507159;-0.066157314;0.19848596;0.208621895;0.015823129;-0.035464008;-0.206193527;-0.191347105;0.084615316;0.128670648;0.164976759;;;;;;;;
60;6278.41;8.744872043;4.542061668;1.383333333;;;-0.035718047;-0.207670553;-0.198611038;0.070402367;0.103049149;0.183803456;0.163676359;-0.132713552;-0.15853705;-0.138812252;-0.109930735;0.179772276;0.195804654;0.077867677;0.043551025;-0.206170187;-0.210568881;-0.007973949;0.027833904;0.208873434;0.201132913;-0.062836207;-0.096019946;-0.18757134;-0.168581204;0.126424742;0.153170638;0.144712105;0.116654846;-0.175483573;-0.192717782;-0.085221441;-0.051321616;0.204374483;0.210116316;0.015936475;-0.019909889;-0.209777105;-0.203366667;0.055180034;0.088853196;0.191070529;0.173244557;-0.119954829;-0.147584811;-0.150404658;-0.12321185;0.170943493;0.189354844;0.092453127;0.059018689;-0.202286015;-0.209362762;-0.023876172;0.011957353;0.210380273;0.205309101;-0.047444817;-0.081559164;-0.194296012;-0.177659739;0.113313082;0.141787569;0.155881759;0.129592354;-0.166158537;-0.185720656;-0.099552375;-0.066631219;0.199907774;0.208309297;0.031781667;-0.003987688;-0.210682073;-0.206957431;0.039641635;0.0741483;0.197243168;0.181820426;-0.106509015;-0.135787219;-0.16113556;;;;;;;;
61;6615.29;8.797138915;4.617762696;1.360655738;;;-0.020028887;-0.211030914;-0.208194387;0.039878567;0.059371436;0.20349505;0.196974951;-0.078333081;-0.096593844;-0.188692427;-0.178721587;0.113990338;0.13036691;0.167151643;0.154086117;-0.145577029;-0.159484604;-0.139641913;-0.12394827;0.171965198;0.182907141;0.107145605;0.089384259;-0.192212531;-0.199798108;-0.070823152;-0.051628358;0.205596001;0.209554332;0.031971622;0.01202882;-0.211637686;-0.211827422;0.008021608;0.028000263;0.210121841;0.206536205;-0.047728388;-0.067029464;-0.201102595;-0.193869629;0.085730798;0.103665059;0.184902024;0.174280016;-0.120671782;-0.1365988;-0.162098645;-0.148466904;0.151303606;0.16465463;0.133506763;0.117352075;-0.176532414;-0.186830683;-0.100147386;-0.082046632;0.195457292;0.202335056;0.06321177;0.043811323;-0.207402437;-0.210614094;-0.024018877;-0.004011522;0.21194129;0.211372152;-0.016031725;-0.035931529;-0.208911771;-0.204582161;0.055509837;0.074591474;0.198422062;0.190486591;-0.093005707;-0.110587775;-0.180846749;-0.16958879;0.127180365;0.142635014;0.156813442;;;;;;;;
62;6557.1;8.788303711;4.693463723;1.338709677;;;-0.004007493;-0.211728432;-0.211614678;0.008013552;0.01201674;0.211425133;0.211159865;-0.016015624;-0.020008772;-0.21081897;-0.210402568;0.023994754;0.027972142;0.20991081;0.209343871;-0.031939512;-0.035895442;-0.208701955;-0.207985292;0.039838516;0.043767322;0.207194137;0.206328775;-0.047680453;-0.051576506;-0.205389515;-0.204376694;0.055454087;0.059311807;0.203290675;0.202131846;-0.063148285;-0.066962145;-0.200900622;-0.199597445;0.070752022;0.07451656;0.198222782;0.196777124;-0.078254409;-0.08196423;-0.195260989;-0.193674921;0.085644696;0.089294488;0.192019487;0.19029528;-0.092912299;-0.096496832;-0.188502918;-0.186643043;0.100046805;0.103560946;0.184716321;0.182723442;-0.107037995;-0.110476709;-0.18066512;-0.178542092;0.113875855;0.117234216;0.176355118;0.174104981;-0.120550588;-0.123823785;-0.171792488;-0.169418467;0.127052634;0.130235979;0.166983768;0.164489263;-0.133372678;-0.13646161;-0.161935845;-0.159324429;0.139501667;0.142491762;0.15665595;0.153931365;-0.145430822;-0.148317795;-0.151151648;;;;;;;;
63;6178.33;8.728803287;4.769164751;1.317460317;;;0.011935381;-0.209993698;-0.208978056;-0.023832299;-0.035652415;0.207288957;0.204931844;0.047357636;0.058910242;-0.201914313;-0.198246089;-0.070273002;-0.081409299;0.193938992;0.189006903;0.092283244;0.102859796;-0.183465716;-0.177333289;-0.113104869;-0.122985447;0.170629383;0.163375603;0.13246969;0.141527034;-0.155595325;-0.147313623;-0.150128289;-0.158245737;0.138557184;0.129354227;0.165853219;0.172926219;-0.119734411;-0.109728736;-0.179441943;-0.185379393;0.099369447;0.088689928;0.190719436;0.195444862;-0.077724594;-0.066508784;-0.199540443;-0.20299298;0.05507864;0.043471;0.205791348;0.207926527;-0.031723268;-0.019873304;-0.209391639;-0.21018196;0.007959297;-0.003980361;0.210294944;0.209730226;0.015907191;0.027782759;-0.208489628;-0.206577146;-0.039568793;-0.051227312;0.203998944;0.20076333;0.062720745;0.074012052;-0.196880732;-0.192363662;-0.085064847;-0.095843509;0.187226676;0.18148633;0.106313304;0.116440492;-0.175161121;-0.168271435;-0.126192436;-0.135537709;0.160839473;0.152889186;0.144446195;;;;;;;;
64;6220.42;8.735592708;4.844865779;1.296875;;;0.027804369;-0.208651795;-0.203150872;-0.055121482;-0.081472621;0.194089841;0.181627493;0.106395997;0.129454842;-0.165982223;-0.147428206;-0.150245061;-0.168402319;0.12629059;0.102939802;0.183608419;0.195596882;-0.07778505;-0.051267158;-0.204157618;-0.209140603;0.023850837;-0.003983457;0.210458515;0.208088256;0.031747943;0.058956064;-0.202071366;-0.192513286;-0.085131012;-0.109814085;0.179581516;0.163502679;0.132572728;0.153008106;-0.144558548;-0.123081108;-0.170762101;-0.185523585;0.099446739;0.07406962;0.19703387;0.205091244;-0.047394472;-0.019888762;-0.209554507;-0.210345443;-0.007965487;-0.035680146;0.20745019;0.200919487;0.06276953;0.088758912;-0.190867781;-0.177471222;-0.113192844;-0.135643133;0.160964577;0.141637116;0.15571635;0.173060724;-0.119827543;-0.095918058;-0.187372305;-0.198400288;0.070327662;0.043504812;0.205951416;0.209893358;-0.015919564;0.011944665;-0.210157035;-0.206737825;-0.039599571;-0.066560515;0.199695649;0.189153916;0.092355024;0.116531061;-0.175297365;-0.158368824;-0.138664956;;;;;;;;
